COD_BENEF_BI,FECHAINI,HORAINI,DURACION,CSE_RSH,EDAD_GRUPO,SEXO,DIRECCION_ZONAL,P00,P0,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,FE
84708998,17-12-2021,10:45:51,632,0-40,60+,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Poco urgente,Muy urgente,Muy urgente,Poco urgente,No me atendería,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,45000,No,No,,Trabaja remuneradamente,No,,No,,Ovalle,Sí,Sí,6495.625
69968394,10-12-2021,16:15:34,377,0-40,60+,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,No lo necesito,Poco urgente,Poco urgente,Poco urgente,Poco urgente,Poco urgente,No me atendería,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,70000,Sí,No,,Pensionado,No,,No,,Punitaqui,Sí,Sí,6495.625
67230323,10-12-2021,17:44:41,332,41-80,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Nada urgente,No me atendería,Sí,Consultorio,"Sí, todos",,No,,Sí,No,,Pensionado,No,,No,,Curicó,Sí,Sí,6218
68497025,13-12-2021,17:49:12,711,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,Sí,Nada urgente,Poco urgente,No lo necesito,Poco urgente,Poco urgente,No lo necesito,Nada urgente,Igual que presencial,Sí,Consultorio,"Sí, todos",,Sí,30000,No,Sí,Sí,Trabaja remuneradamente,No,,Sí,8000,Peñalolén,Sí,Sí,6565.9058
67236159,08-12-2021,17:05:31,589,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Parral,Sí,Sí,6680.04
72506962,09-12-2021,15:57:21,742,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"Sí, algunos",,Sí,22000,Sí,No,,Trabaja remuneradamente,No,,No,,Puente Alto,Sí,Sí,6565.9058
82528878,17-12-2021,18:23:58,356,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Pensionado,No,,No,,San Bernardo,Sí,Sí,6599.2856
999,13-12-2021,17:16:02,471,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,Sí,Sí,,Sí,Urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,No lo necesito,Urgente,No me atendería,Sí,Hospital público,"Sí, algunos",,Sí,70000,Sí,Sí,Sí,Pensionado,No,,No,,La Florida,No,Sí,6565.9058
83097866,17-12-2021,10:13:05,388,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,,Sí,No,,Sí,Muy urgente,Muy urgente,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,39000,No,Sí,Sí,Pensionado,"Sí, en hospital público",1800000,No,,Los Vilos,Sí,Sí,6813.6841
87525763,14-12-2021,16:26:30,293,0-40,60+,HOMBRE,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,No,,Sí,Poco urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,10000,No,Sí,Sí,Pensionado,No,,No,,Concepción,Sí,Sí,6696.6362
76350517,11-12-2021,12:34:25,274,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Urgente,No lo necesito,Urgente,Urgente,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,No,,Quehaceres del hogar,No,,No,,Yerbas Buenas,Sí,Sí,6680.04
79557771,06-12-2021,16:31:27,377,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,Nada urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Maipú,Sí,Sí,6676.1055
77384564,09-12-2021,18:31:44,412,0-40,35-59,MUJER,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,,Sí,No,,Sí,Poco urgente,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,70000,No,No,,Quehaceres del hogar,No,,No,,Punta Arenas,Sí,Sí,6878.6563
80738049,14-12-2021,13:33:22,428,0-40,60+,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Pensionado,No,,No,,Curicó,Sí,Sí,6696.6362
86679990,08-12-2021,17:43:03,668,0-40,60+,HOMBRE,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,40000,No,No,,Pensionado,No,,No,,Linares,Sí,Sí,6696.6362
82775241,17-12-2021,18:40:06,345,41-80,60+,HOMBRE,N,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Urgente,Urgente,Poco urgente,Poco urgente,Urgente,Urgente,Sólo en restricciones,No,,,,,,No,Sí,No,Pensionado,No,,No,,Iquique,Sí,Sí,6132.25
86822177,07-12-2021,11:57:07,314,>80-NA,60+,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Nada urgente,Muy urgente,Nada urgente,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,50000,No,Sí,Sí,Pensionado,No,,No,,Concepción,Sí,Sí,5040.3335
80077310,10-12-2021,17:24:32,457,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,Urgente,Urgente,No lo necesito,Poco urgente,Poco urgente,Poco urgente,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",No se atiende en consultorio,Sí,15000,No,No,,Buscando trabajo,No,,No,,Pedro Aguirre Cerda,Sí,Sí,6813.6841
999,08-12-2021,13:29:20,291,0-40,60+,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Nada urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,La Cisterna,No,Sí,6573.25
75007353,08-12-2021,16:56:55,583,41-80,60+,HOMBRE,CS,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Nada urgente,No lo necesito,No lo necesito,Poco urgente,Nada urgente,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Maule,Sí,Sí,6290.7002
75798616,14-12-2021,16:57:10,515,0-40,60+,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,Urgente,No lo necesito,Urgente,No lo necesito,Poco urgente,No me atendería,Sí,Hospital público,"Sí, algunos",,Sí,20000,Sí,Sí,No,Pensionado,No,,No,,Linares,Sí,Sí,6696.6362
999,13-12-2021,16:33:50,499,0-40,60+,MUJER,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,,No,Sí,Sí,Incapacitado para trabajar,No,,No,,Angol,No,Sí,6573.25
999,10-12-2021,15:55:10,348,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,Urgente,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,Sí,Consultorio,"Sí, todos",,Sí,,No,No,,Pensionado,No,,No,,Tomé,No,No,6680.04
70658306,13-12-2021,14:56:16,450,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,No,No,"Prefiero no, por Covid",Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Urgente,Nada urgente,Muy urgente,No me atendería,Sí,Automedicación,"No, ninguno",No están disponibles,Sí,40000,Sí,Sí,No,Trabaja remuneradamente,No,,Sí,27000,Independencia,Sí,Sí,6834.2002
75893749,04-12-2021,12:09:44,367,>80-NA,60+,HOMBRE,CS,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Pensionado,No,,No,,Concepción,Sí,Sí,5814.5
73522283,07-12-2021,16:55:44,145,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Nada urgente,No lo necesito,No lo necesito,Urgente,Nada urgente,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Buin,Sí,Sí,6565.9058
84466980,11-12-2021,12:46:13,404,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,Sí,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,1000000,Sí,No,,Pensionado,No,,Sí,3500,San Bernardo,Sí,Sí,6676.1055
999,09-12-2021,17:54:39,586,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Cuidado de personas,No,,No,,Catemu,No,Sí,6676.1055
76940654,08-12-2021,14:10:25,326,0-40,35-59,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Punta Arenas,Sí,No,6913.7085
69065805,09-12-2021,13:53:27,333,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,Sí,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Poco urgente,Muy urgente,Muy urgente,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Ñuñoa,Sí,Sí,6676.1055
70638674,13-12-2021,14:00:05,326,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,Muy urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Pensionado,No,,No,,Maipú,Sí,Sí,6565.9058
68627449,08-12-2021,15:36:55,677,0-40,60+,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Nada urgente,Poco urgente,Muy urgente,No lo necesito,Nada urgente,Igual que presencial,Sí,Hospital público,"Sí, todos",,No,,Sí,No,,Pensionado,No,,No,,Santiago,Sí,Sí,6851.6313
75305209,20-12-2021,9:42:11,334,41-80,60+,HOMBRE,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,Muy urgente,Urgente,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No me atendería,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,30000,No,No,,Buscando trabajo,No,,No,,Iquique,Sí,Sí,6132.25
71063234,14-12-2021,17:17:56,398,>80-NA,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Pudahuel,Sí,Sí,6916.375
74772461,14-12-2021,16:37:00,368,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,Sí,Sí,Pensionado,No,,No,,Maipú,Sí,Sí,6565.9058
999,09-12-2021,15:47:02,580,0-40,60+,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,150000,No,Sí,No,Pensionado,No,,No,,Llanquihue,No,Sí,6573.25
76906478,10-12-2021,17:32:45,376,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Condición que no cubre Isapre,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",No lo consideró,Sí,60000,No,No,,Otra situación,"Sí, en centro privado",11000000,No,,Providencia,Sí,Sí,6864.8716
999,10-12-2021,17:38:17,372,>80-NA,60+,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Quilpué,No,No,6742.5
85070590,11-12-2021,12:42:00,681,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Nada urgente,Nada urgente,Nada urgente,No lo necesito,No lo necesito,Nada urgente,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,La Florida,Sí,Sí,6676.1055
75797840,09-12-2021,18:19:45,314,0-40,60+,HOMBRE,NC,Sí,Sí,Ninguno,,,No,No,No necesito,No,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",No se atiende en consultorio,Sí,,No,No,,Trabaja remuneradamente,No,,No,,Santa Bárbara,Sí,Sí,6813.6841
79578334,17-12-2021,18:20:41,280,>80-NA,60+,HOMBRE,CS,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Portezuelo,Sí,Sí,5814.5
82634398,14-12-2021,15:43:08,444,>80-NA,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,50000,No,Sí,Sí,Pensionado,No,,Sí,40000,Yumbel,Sí,Sí,6430
78886901,15-12-2021,12:10:58,323,41-80,60+,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,Nada urgente,Poco urgente,Nada urgente,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Ancud,Sí,Sí,6759.3335
87502150,07-12-2021,16:18:56,691,41-80,60+,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Nada urgente,No lo necesito,Nada urgente,Urgente,No lo necesito,Poco urgente,Sólo en restricciones,No,,,,,,No,Sí,No,Pensionado,"Sí, en centro privado",2000000,No,,Limache,Sí,Sí,6622.8569
70462671,04-12-2021,13:58:20,342,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,Sí,Nada urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Incapacitado para trabajar,No,,No,,Peñaflor,Sí,Sí,6813.6841
71830283,08-12-2021,12:35:21,404,0-40,60+,HOMBRE,CN,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,No,,Incapacitado para trabajar,No,,No,,La Ligua,Sí,Sí,6495.625
78464170,09-12-2021,16:30:38,391,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Urgente,No lo necesito,Muy urgente,Poco urgente,No lo necesito,Urgente,No me atendería,Sí,Centro privado,"Sí, algunos",,Sí,180000,Sí,No,,Quehaceres del hogar,No,,No,,Talca,Sí,Sí,6680.04
72381694,08-12-2021,9:52:24,343,0-40,60+,HOMBRE,S,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Poco urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Incapacitado para trabajar,No,,No,,Ancud,Sí,Sí,6797.7646
71608520,13-12-2021,15:57:27,330,41-80,60+,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,38000,No,No,,Trabaja remuneradamente,No,,No,,Puerto Montt,Sí,Sí,5803.6665
68206486,08-12-2021,11:09:54,360,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Urgente,Urgente,No lo necesito,Urgente,Urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Quehaceres del hogar,No,,No,,Quillón,Sí,Sí,6680.04
81060614,16-12-2021,14:49:52,338,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,Sí,,No,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,20000,No,No,,Trabaja remuneradamente,No,,No,,San Fernando,Sí,Sí,6599.2856
82554295,09-12-2021,14:19:18,508,>80-NA,60+,MUJER,N,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Nada urgente,Nada urgente,No lo necesito,Nada urgente,Poco urgente,Nada urgente,Nada urgente,Sólo en restricciones,Sí,Médico particular,"No, ninguno",No lo consideró,Sí,10000,No,No,,Otra situación,No,,No,,Antofagasta,Sí,Sí,4483.5
999,04-12-2021,15:10:16,393,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,,No,No,,Pensionado,No,,No,,Las Condes,No,No,6565.9058
82613874,04-12-2021,16:17:12,406,>80-NA,35-59,HOMBRE,S,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,Sí,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Otra situación,No,,No,,Punta Arenas,Sí,Sí,6834.5
70223420,08-12-2021,16:21:15,334,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Urgente,No lo necesito,Urgente,Urgente,Urgente,Poco urgente,No me atendería,Sí,Consultorio,"Sí, algunos",,No,,No,No,,Pensionado,No,,No,,Conchalí,Sí,Sí,6565.9058
68442279,06-12-2021,19:07:45,328,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,Sí,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Estación Central,Sí,Sí,6565.9058
76987668,15-12-2021,18:51:04,279,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,Sí,Poco urgente,Poco urgente,No lo necesito,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,Sí,Médico particular,"No, ninguno",No lo consideró,Sí,,No,Sí,No,Trabaja remuneradamente,No,,No,,San Joaquín,Sí,Sí,6813.6841
999,17-12-2021,18:02:17,256,0-40,35-59,HOMBRE,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Nada urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,Sí,No,,Buscando trabajo,No,,No,,San Nicolás,No,Sí,6884.5713
78947238,06-12-2021,16:52:05,284,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Urgente,Urgente,No lo necesito,Urgente,Urgente,Urgente,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Buin,Sí,Sí,6834.2002
67629389,08-12-2021,16:11:26,310,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Condición que no cubre Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Incapacitado para trabajar,No,,No,,Peñalolén,Sí,Sí,6565.9058
72586618,10-12-2021,17:23:08,406,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,Sí,7000,No,Sí,Sí,Pensionado,No,,No,,Puente Alto,Sí,Sí,6676.1055
75074031,13-12-2021,19:18:29,335,41-80,35-59,HOMBRE,NC,Sí,Sí,Ninguno,,,Sí,No,,No,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,14000,No,Sí,No,Trabaja remuneradamente,No,,No,,Independencia,Sí,Sí,6787.7905
83144982,08-12-2021,13:44:17,335,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Muy urgente,No me atendería,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,4000,No,No,,Trabaja remuneradamente,No,,No,,Puente Alto,Sí,Sí,6599.2856
73207804,06-12-2021,15:22:25,417,>80-NA,60+,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,"Prefiero no, tiempos espera",No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Pudahuel,Sí,Sí,6430
